name of company,college name,region,year,Salary
MILES SOFTWARE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,344061
THIRDWARE SOLUTION,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,498506
BANK OF AMERICA,MIT COLLEGE OF ENGINEERING,PUNE,2016,789959
NSEIT,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,51106
QUINNOX,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2015,810458
TCS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,42222
TCS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,41812
MAJESCO,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,473267
ECLINICALWORKS,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,610567
CREDIT SUISSE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,297207
SYMANTEC,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,1774752
LIONBRIDGE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,43619
CAPGEMINI,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,793764
MPHASIS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2016,726983
GOOGLE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018,52398
SIEMENS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,485769
RAVE TECHNOLOGIES,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2017,647491
GEOMETRIC,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,443055
MICROSOFT,COLLEGE OF ENGINEERING PUNE,PUNE,2016,1163302
BHARAT PETROLEUM,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,380279
MAJESCO,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,477966
AMDOCS,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2015,777158
CREDIT SUISSE,COLLEGE OF ENGINEERING PUNE,PUNE,2017,969968
TCS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,41812
MU SIGMA,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,342440
CREDIT SUISSE,MIT COLLEGE OF ENGINEERING,PUNE,2018,957887
SYMANTEC,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,1843820
MIRRAW,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,439440
LIONBRIDGE,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2016,43045
SIEMENS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,494425
TCS,MIT COLLEGE OF ENGINEERING,PUNE,2016,42490
HEWLETT-PACKARD,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2017,1134767
SAP,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,799479
ZYCUS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,17069
GEOMETRIC,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,434191
NEWGEN SOFTWARE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,442850
SIEMENS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,482579
TATA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,98492
ORACLE,COLLEGE OF ENGINEERING PUNE,PUNE,2018,772358
ORACLE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,765952
SABA SOFTWARE,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2017,712471
CAPITA,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2016,575519
ATOS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,25600
GE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,710434
CAPGEMINI,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,390727
IDBI INTECH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,384668
GE,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2016,717965
HDFC,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,519792
BOOKMYSHOW,MIT COLLEGE OF ENGINEERING,PUNE,2015,362149
SAP,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,57416
QUINNOX,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,444973
VERIZON,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,555954
NUCSOFT,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2017,223073
MINDTREE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,18171
CAPITA,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2015,582088
WIPRO,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,472931
SABA SOFTWARE,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,688118
VPHRASE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,419509
AMAZON,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,20530
ADOBE,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2016,1143945
SCHNEIDER ELECTRIC,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,109643
RAJA SOFTWARE LABS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,443321
CYBAGE SOFTWARE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2014,613594
ADOBE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,110369
IBM,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,384240
ACCENTURE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,651197
MAQ SOFTWARE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,1682778
WEATHERFORD,MIT COLLEGE OF ENGINEERING,PUNE,2018,508278
GENPACT,COLLEGE OF ENGINEERING PUNE,PUNE,2017,625956
IBM,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,441092
DIRECTI,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,1613190
XL DYNAMICS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,686718
LARSEN & TOUBRO,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,1720626
NUCSOFT,COLLEGE OF ENGINEERING PUNE,PUNE,2015,219341
NEOSOFT TECHNOLOGIES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,478156
MPHASIS,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2017,482653
INFOSYS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,471175
ECLERX,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,46172
MPHASIS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,482773
TCS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018,357085
GOOGLE,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,53484
ORACLE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,753646
CALSOFT,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2015,16715
CMS IT SERVICES,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018,444286
NUCSOFT,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,225385
GE,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2015,699451
MEDIA.NET,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,1351052
ATOS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2016,718254
JOHNSON CONTROLS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,800782
GEOMETRIC SOFTWARE SOLUTIONS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,352200
ACCENTURE,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,669811
MASTEK,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,38791
DELOITTE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2015,724633
ECLERX,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2014,44481
GEOMETRIC,MIT COLLEGE OF ENGINEERING,PUNE,2018,443055
INFOGAIN,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,227411
GEOMETRIC,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,432118
WISDMLABS,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,1739904
WNS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,482198
NSEIT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,49921
ACCENTURE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2016,672159
MAJESCO,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,485992
CMC,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,426923
ECLERX,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2015,45938
INFOGAIN,MIT COLLEGE OF ENGINEERING,PUNE,2015,418753
PC TECHNOLOGY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,792989
VISA INC.,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,1181274
YAHOO,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,376823
NEOSOFT,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,503865
CREDIT SUISSE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,299512
RAJA SOFTWARE LABS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,443321
CMS IT SERVICES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,440429
JOHNSON CONTROLS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,792989
IBM,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,379712
ATIDAN,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,791821
ENDURANCE INTERNATIONAL GROUP,MIT COLLEGE OF ENGINEERING,PUNE,2018,783371
LIONBRIDGE,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2014,42731
GOOGLE,MIT COLLEGE OF ENGINEERING,PUNE,2015,53025
MASTEK,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,39712
NEWGEN SOFTWARE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,722316
ADOBE,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018,1176245
SYMANTEC,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,1812692
NEOSOFT,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,499967
TATA,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,95866
ORACLE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,499577
CRMNEXT,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2014,25533
MIRRAW,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2014,440748
DIRECTI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,1610239
INDUS VALLEY PARTNERS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,29768
CAPITA,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2014,587548
RAVE TECHNOLOGIES,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2017,425427
NUCSOFT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,29907
CAPGEMINI,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,804448
TECH MAHINDRA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,475828
VPHRASE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,397543
TCS,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2016,369163
TATA CONSULTANCY SERVICES,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,746117
SAINT-GOBAIN,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,739950
INFOGAIN,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,225812
NVIDIA,MIT COLLEGE OF ENGINEERING,PUNE,2015,22327
TIBCO SOFTWARE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,1235016
NVIDIA,COLLEGE OF ENGINEERING PUNE,PUNE,2017,255757
QUANTIPHI,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,30914
MASTEK,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,39733
AXIS BANK,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2015,11543
MASTEK,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,305980
GEOMETRIC SOFTWARE SOLUTIONS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,352913
CAPGEMINI,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2015,382417
GOOGLE,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,43852
MORGAN STANLEY,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,502061
HCL TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,888574
MU SIGMA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,339204
QUINNOX,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,457990
WISDMLABS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,458372
IBM,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,432218
CREDIT SUISSE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,302813
WNS,COLLEGE OF ENGINEERING PUNE,PUNE,2014,416658
ECLINICALWORKS,COLLEGE OF ENGINEERING PUNE,PUNE,2015,592505
MILES SOFTWARE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,336492
MEDIA.NET,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,561304
TECH MAHINDRA,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,480804
IBM INDIA,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,559532
MAQ SOFTWARE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,778366
MIRRAW,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,31346
SYNTROSYS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,930329
TECH MAHINDRA,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,29981
WIPRO,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2018,492023
INFORMATICA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,382233
MICROSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,1204986
ACCENTURE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,304302
MASTEK,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2015,37813
DELOITTE,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2014,763238
NSEIT,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,50776
MU SIGMA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,333896
DIRECTI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,1610650
TCS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2016,356899
GE,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2017,532236
MICROSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,1151990
BOOKMYSHOW,COLLEGE OF ENGINEERING PUNE,PUNE,2014,353761
ECLERX,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,395431
NEOSOFT TECHNOLOGIES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,470799
TECH MAHINDRA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,30395
GEP,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,756866
YAHOO,COLLEGE OF ENGINEERING PUNE,PUNE,2018,376823
TOPPR.COM,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,1019266
LIONBRIDGE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2016,44183
QAD,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,720391
TIBCO SOFTWARE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,600694
LARSEN & TOUBRO,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2015,1712598
MAJESCO,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2017,474143
ECLERX,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,395431
UGAM,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2015,547378
JOHNSON CONTROLS,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,790987
INFOGAIN,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,411631
AMDOCS,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2014,771953
IGATE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,29996
JOHNSON CONTROLS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,1001743
IDBI INTECH,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,541395
IGATE,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2015,30595
GEP,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2014,756263
HCL TECHNOLOGIES,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,901680
BANK OF AMERICA,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2017,809794
DIRECTI,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,1687188
IGATE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,29996
UGAM,MIT COLLEGE OF ENGINEERING,PUNE,2018,535465
SAP,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2014,818321
CMS IT SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,444286
HEWLETT-PACKARD,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2017,56611
TATA CONSULTANCY SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,732001
NVIDIA,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2015,22327
MPHASIS,MIT COLLEGE OF ENGINEERING,PUNE,2015,723661
CMS IT SERVICES,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2015,451386
GEOMETRIC,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,440882
JIO,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,750096
HEXAWARE TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,30897
MINDTREE,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2016,17268
XORIANT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,456317
INDUS VALLEY PARTNERS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,809366
RUBIQUE,COLLEGE OF ENGINEERING PUNE,PUNE,2017,981597
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,892379
CAPGEMINI,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,793764
TOPPR.COM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,1001186
CIMPRESS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,874266
ENDURANCE INTERNATIONAL GROUP,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,771234
ATOS,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,699551
BNP PARIBAS,MIT COLLEGE OF ENGINEERING,PUNE,2015,39370
PROTEGRITY,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2017,53448
GEOMETRIC,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2017,446425
IBM,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,380265
CALSOFT,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,17065
SAP,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,59282
TCS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2017,358606
SYNTROSYS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,13044
NEWGEN SOFTWARE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,429990
SYNTROSYS,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2018,935077
IBM,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2016,384317
IDBI INTECH,MIT COLLEGE OF ENGINEERING,PUNE,2018,548628
BANK OF AMERICA,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,895493
INDUS VALLEY PARTNERS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,788735
QAD,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,733638
KPIT TECHNOLOGIES,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2015,798405
TOPPR.COM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,386013
QUANTIPHI,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,31212
CAPITA,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,571380
YAHOO,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,376823
SCHNEIDER ELECTRIC,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2016,442097
CAPGEMINI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,810622
CAPGEMINI,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,390727
SIEMENS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,502383
CIMPRESS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,863414
IDBI INTECH,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,383382
INFOSYS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,471942
DELOITTE,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2014,741821
CMS IT SERVICES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,434879
SCHNEIDER ELECTRIC,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,443321
MIRRAW,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,443957
DELOITTE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,756605
GE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,526925
IBM INDIA,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,566421
KPIT TECHNOLOGIES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,809925
CREDIT SUISSE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,291431
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,53304
IDBI INTECH,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,373247
ATOS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,25379
INFOSYS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,481698
MILES SOFTWARE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,638150
ACCENTURE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2014,659724
TATA,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,96948
INDUS VALLEY PARTNERS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2017,800303
TCS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,41570
DELOITTE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2014,727935
ZENSAR TECHNOLOGIES,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2015,1112639
CALSOFT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,16313
DELOITTE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,759290
HCL TECHNOLOGIES,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,928276
VPHRASE,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,409027
RAJA SOFTWARE LABS,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2018,430756
